source_ID,source_name,source_type,mapping_type,target_ID,target_name,target_type,mapping_description
G0004,Ke3chang,group,uses,T1018,Remote System Discovery,technique,"[Ke3chang](https://attack.mitre.org/groups/G0004) has used network scanning and enumeration tools, including [Ping](https://attack.mitre.org/software/S0097).(Citation: NCC Group APT15 Alive and Strong)"
G0004,Ke3chang,group,uses,T1036.002,Right-to-Left Override,technique,[Ke3chang](https://attack.mitre.org/groups/G0004) has used the right-to-left override character in spearphishing attachment names to trick targets into executing .scr and .exe files.(Citation: Mandiant Operation Ke3chang November 2014)
G0004,Ke3chang,group,uses,T1021.002,SMB/Windows Admin Shares,technique,[Ke3chang](https://attack.mitre.org/groups/G0004) actors have been known to copy files to the network shares of other computers to move laterally.(Citation: Mandiant Operation Ke3chang November 2014)(Citation: NCC Group APT15 Alive and Strong)
G0004,Ke3chang,group,uses,T1003.002,Security Account Manager,technique,"[Ke3chang](https://attack.mitre.org/groups/G0004) has dumped credentials, including by using gsecdump.(Citation: Mandiant Operation Ke3chang November 2014)(Citation: NCC Group APT15 Alive and Strong)"
G0004,Ke3chang,group,uses,T1569.002,Service Execution,technique,[Ke3chang](https://attack.mitre.org/groups/G0004) has used a tool known as RemoteExec (similar to [PsExec](https://attack.mitre.org/software/S0029)) to remotely execute batch scripts and binaries.(Citation: NCC Group APT15 Alive and Strong)
G0004,Ke3chang,group,uses,T1213.002,Sharepoint,technique,[Ke3chang](https://attack.mitre.org/groups/G0004) used a SharePoint enumeration and data dumping tool known as spwebmember.(Citation: NCC Group APT15 Alive and Strong)
G0004,Ke3chang,group,uses,T1082,System Information Discovery,technique,[Ke3chang](https://attack.mitre.org/groups/G0004) performs operating system information discovery using <code>systeminfo</code>.(Citation: Mandiant Operation Ke3chang November 2014)(Citation: NCC Group APT15 Alive and Strong)
G0004,Ke3chang,group,uses,T1016,System Network Configuration Discovery,technique,[Ke3chang](https://attack.mitre.org/groups/G0004) performs local network configuration discovery using <code>ipconfig</code>.(Citation: Mandiant Operation Ke3chang November 2014)(Citation: NCC Group APT15 Alive and Strong)
G0004,Ke3chang,group,uses,T1049,System Network Connections Discovery,technique,[Ke3chang](https://attack.mitre.org/groups/G0004) performs local network connection discovery using <code>netstat</code>.(Citation: Mandiant Operation Ke3chang November 2014)(Citation: NCC Group APT15 Alive and Strong)
G0004,Ke3chang,group,uses,T1007,System Service Discovery,technique,[Ke3chang](https://attack.mitre.org/groups/G0004) performs service discovery using <code>net start</code> commands.(Citation: Mandiant Operation Ke3chang November 2014)
G0004,Ke3chang,group,uses,T1588.002,Tool,technique,[Ke3chang](https://attack.mitre.org/groups/G0004) has obtained and used tools such as [Mimikatz](https://attack.mitre.org/software/S0002).(Citation: NCC Group APT15 Alive and Strong)
G0004,Ke3chang,group,uses,T1071.001,Web Protocols,technique,[Ke3chang](https://attack.mitre.org/groups/G0004) malware RoyalCli and BS2005 have communicated over HTTP with the C2 server through Internet Explorer (IE) by using the COM interface IWebBrowser2.(Citation: NCC Group APT15 Alive and Strong)
G0004,Ke3chang,group,uses,T1059.003,Windows Command Shell,technique,[Ke3chang](https://attack.mitre.org/groups/G0004) has used batch scripts in its malware to install persistence mechanisms.(Citation: NCC Group APT15 Alive and Strong)
G0004,Ke3chang,group,uses,T1543.003,Windows Service,technique,[Ke3chang](https://attack.mitre.org/groups/G0004) backdoor RoyalDNS established persistence through adding a service called <code>Nwsapagent</code>.(Citation: NCC Group APT15 Alive and Strong)
G0094,Kimsuky,group,uses,T1557,Adversary-in-the-Middle,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has used modified versions of PHProxy to examine web traffic between the victim and the accessed website.(Citation: CISA AA20-301A Kimsuky)
G0094,Kimsuky,group,uses,T1560.003,Archive via Custom Method,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has used RC4 encryption before exfil.(Citation: Securelist Kimsuky Sept 2013)
G0094,Kimsuky,group,uses,T1176,Browser Extensions,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has used Google Chrome browser extensions to infect victims and to steal passwords and cookies.(Citation: Zdnet Kimsuky Dec 2018)(Citation: Netscout Stolen Pencil Dec 2018)
G0094,Kimsuky,group,uses,T1546.001,Change Default File Association,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has a HWP document stealer module which changes the default program association in the registry to open HWP documents.(Citation: Securelist Kimsuky Sept 2013)
G0094,Kimsuky,group,uses,T1553.002,Code Signing,technique,"[Kimsuky](https://attack.mitre.org/groups/G0094) has signed files with the name EGIS CO,. Ltd..(Citation: ThreatConnect Kimsuky September 2020)"
G0094,Kimsuky,group,uses,T1552.001,Credentials In Files,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has used tools that are capable of obtaining credentials from saved mail.(Citation: Netscout Stolen Pencil Dec 2018)
G0094,Kimsuky,group,uses,T1555.003,Credentials from Web Browsers,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has used browser extensions including Google Chrome to steal passwords and cookies from browsers.(Citation: Zdnet Kimsuky Dec 2018)(Citation: CISA AA20-301A Kimsuky)(Citation: Netscout Stolen Pencil Dec 2018)
G0094,Kimsuky,group,uses,T1005,Data from Local System,technique,"[Kimsuky](https://attack.mitre.org/groups/G0094) has collected Office, PDF, and HWP documents from its victims.(Citation: Securelist Kimsuky Sept 2013)"
G0094,Kimsuky,group,uses,T1587,Develop Capabilities,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) created and used a mailing toolkit to use in spearphishing attacks.(Citation: VirusBulletin Kimsuky October 2019)
G0094,Kimsuky,group,uses,T1562.004,Disable or Modify System Firewall,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has been observed disabling the system firewall.(Citation: Securelist Kimsuky Sept 2013)
G0094,Kimsuky,group,uses,T1562.001,Disable or Modify Tools,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has been observed turning off Windows Security Center.(Citation: Securelist Kimsuky Sept 2013)
G0094,Kimsuky,group,uses,T1583.001,Domains,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has registered domains to spoof targeted organizations and trusted third parties.(Citation: ThreatConnect Kimsuky September 2020)(Citation: Zdnet Kimsuky Group September 2020)(Citation: CISA AA20-301A Kimsuky)(Citation: Cybereason Kimsuky November 2020)(Citation: Malwarebytes Kimsuky June 2021)
G0094,Kimsuky,group,uses,T1586.002,Email Accounts,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has compromised email accounts to send spearphishing e-mails.(Citation: VirusBulletin Kimsuky October 2019)(Citation: Malwarebytes Kimsuky June 2021)
G0094,Kimsuky,group,uses,T1589.002,Email Addresses,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has collected valid email addresses that were subsequently used in spearphishing campaigns.(Citation: Malwarebytes Kimsuky June 2021)
G0094,Kimsuky,group,uses,T1114.003,Email Forwarding Rule,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has set auto-forward rules on victim's e-mail accounts.(Citation: CISA AA20-301A Kimsuky)
G0094,Kimsuky,group,uses,T1041,Exfiltration Over C2 Channel,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has exfiltrated data over its email C2 channel.(Citation: Securelist Kimsuky Sept 2013)
G0094,Kimsuky,group,uses,T1133,External Remote Services,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has used RDP to establish persistence.(Citation: CISA AA20-301A Kimsuky)
G0094,Kimsuky,group,uses,T1070.004,File Deletion,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has deleted the exfiltrated data on disk after transmission.(Citation: Securelist Kimsuky Sept 2013)
G0094,Kimsuky,group,uses,T1071.002,File Transfer Protocols,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has used FTP to download additional malware to the target machine.(Citation: VirusBulletin Kimsuky October 2019)
G0094,Kimsuky,group,uses,T1083,File and Directory Discovery,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has the ability to enumerate all the drives on an infected system.(Citation: Securelist Kimsuky Sept 2013)
G0094,Kimsuky,group,uses,T1105,Ingress Tool Transfer,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has used scripts to download additional tools from compromised domains to victim systems.(Citation: Crowdstrike GTR2020 Mar 2020)
G0094,Kimsuky,group,uses,T1059.007,JavaScript,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has used JScript for logging and downloading additional tools.(Citation: VirusBulletin Kimsuky October 2019)(Citation: CISA AA20-301A Kimsuky)
G0094,Kimsuky,group,uses,T1056.001,Keylogging,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has used a PowerShell-based keylogger as well as a tool called MECHANICAL to log keystrokes.(Citation: EST Kimsuky April 2019)(Citation: Securelist Kimsuky Sept 2013)(Citation: CISA AA20-301A Kimsuky)(Citation: Netscout Stolen Pencil Dec 2018)
G0094,Kimsuky,group,uses,T1003.001,LSASS Memory,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has gathered credentials using [Mimikatz](https://attack.mitre.org/software/S0002) and ProcDump.(Citation: CISA AA20-301A Kimsuky)(Citation: Netscout Stolen Pencil Dec 2018)
G0094,Kimsuky,group,uses,T1078.003,Local Accounts,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has used a tool called GREASE to add a Windows admin account in order to allow them continued access via RDP.(Citation: Netscout Stolen Pencil Dec 2018)
G0094,Kimsuky,group,uses,T1074.001,Local Data Staging,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has staged collected data files under <code>C:\Program Files\Common Files\System\Ole DB\</code>.(Citation: CISA AA20-301A Kimsuky)
G0094,Kimsuky,group,uses,T1071.003,Mail Protocols,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has used e-mail to send exfiltrated data to C2 servers.(Citation: CISA AA20-301A Kimsuky)
G0094,Kimsuky,group,uses,T1204.002,Malicious File,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has used attempted to lure victims into opening malicious e-mail attachments.(Citation: ThreatConnect Kimsuky September 2020)(Citation: VirusBulletin Kimsuky October 2019)(Citation: CISA AA20-301A Kimsuky)(Citation: Cybereason Kimsuky November 2020)(Citation: Malwarebytes Kimsuky June 2021)
G0094,Kimsuky,group,uses,T1036.004,Masquerade Task or Service,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has disguised services to appear as benign software or related to operating system functions.(Citation: CISA AA20-301A Kimsuky)
G0094,Kimsuky,group,uses,T1112,Modify Registry,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has modified Registry settings for default file associations to enable the opening of malicious documents.(Citation: CISA AA20-301A Kimsuky)(Citation: Crowdstrike GTR2020 Mar 2020)
G0094,Kimsuky,group,uses,T1218.005,Mshta,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has used mshta.exe to run malicious scripts on the system.(Citation: EST Kimsuky April 2019)(Citation: CISA AA20-301A Kimsuky)(Citation: Crowdstrike GTR2020 Mar 2020)
G0094,Kimsuky,group,uses,T1040,Network Sniffing,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has used the Nirsoft SniffPass network sniffer to obtain passwords sent over non-secure protocols.(Citation: CISA AA20-301A Kimsuky)(Citation: Netscout Stolen Pencil Dec 2018)
G0094,Kimsuky,group,uses,T1027,Obfuscated Files or Information,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has obfuscated binary strings including the use of XOR encryption and Base64 encoding.(Citation: ThreatConnect Kimsuky September 2020)(Citation: VirusBulletin Kimsuky October 2019)
G0094,Kimsuky,group,uses,T1550.002,Pass the Hash,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has used pass the hash for authentication to remote access software used in C2.(Citation: CISA AA20-301A Kimsuky)
G0094,Kimsuky,group,uses,T1059.001,PowerShell,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has executed a variety of PowerShell scripts.(Citation: EST Kimsuky April 2019)(Citation: CISA AA20-301A Kimsuky)
G0094,Kimsuky,group,uses,T1055,Process Injection,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has used Win7Elevate to inject malicious code into explorer.exe.(Citation: Securelist Kimsuky Sept 2013)
G0094,Kimsuky,group,uses,T1059.006,Python,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has used a Mac OS Python implant to gather data.(Citation: CISA AA20-301A Kimsuky)
G0094,Kimsuky,group,uses,T1547.001,Registry Run Keys / Startup Folder,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has placed scripts in the startup folder for persistence.(Citation: Securelist Kimsuky Sept 2013)(Citation: CISA AA20-301A Kimsuky)(Citation: Crowdstrike GTR2020 Mar 2020)
G0094,Kimsuky,group,uses,T1219,Remote Access Software,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has used a modified TeamViewer client as a command and control channel.(Citation: Securelist Kimsuky Sept 2013)(Citation: Crowdstrike GTR2020 Mar 2020)
G0094,Kimsuky,group,uses,T1021.001,Remote Desktop Protocol,technique,[Kimsuky](https://attack.mitre.org/groups/G0094) has used RDP for direct remote point-and-click access.(Citation: Netscout Stolen Pencil Dec 2018)
